Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,GA,Georgia,Sandy Springs,City,BRFSS,Health Outcomes,1368516,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.7,9.5,9.9,,,93853,"(33.9366669867, -84.3703197084)",HLTHOUT,MHLTH,1368516.0,,Mental Health
2016,GA,Georgia,Sandy Springs,City,BRFSS,Unhealthy Behaviors,1368516,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.0,21.7,22.2,,,93853,"(33.9366669867, -84.3703197084)",UNHBEH,OBESITY,1368516.0,,Obesity
2016,GA,Georgia,Sandy Springs,City,BRFSS,Prevention,1368516,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,81.7,81.2,82.2,,,93853,"(33.9366669867, -84.3703197084)",PREVENT,PAPTEST,1368516.0,,Pap Smear Test
2016,GA,Georgia,Sandy Springs,City,BRFSS,Health Outcomes,1368516,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.9,8.7,9.2,,,93853,"(33.9366669867, -84.3703197084)",HLTHOUT,PHLTH,1368516.0,,Physical Health
2016,GA,Georgia,Sandy Springs,City,BRFSS,Unhealthy Behaviors,1368516,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.8,32.5,33.2,,,93853,"(33.9366669867, -84.3703197084)",UNHBEH,SLEEP,1368516.0,,Sleep <7 hours
2016,GA,Georgia,Sandy Springs,City,BRFSS,Health Outcomes,1368516,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.3,2.2,2.4,,,93853,"(33.9366669867, -84.3703197084)",HLTHOUT,STROKE,1368516.0,,Stroke
2016,GA,Georgia,Sandy Springs,City,BRFSS,Health Outcomes,1368516,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.8,7.7,10.0,,,93853,"(33.9366669867, -84.3703197084)",HLTHOUT,TEETHLOST,1368516.0,,Teeth Loss
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.7,20.2,21.2,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,ACCESS2,1369000.0,,Health Insurance
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.9,9.8,10.0,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,CASTHMA,1369000.0,,Current Asthma
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,27.5,27.3,27.7,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,ARTHRITIS,1369000.0,,Arthritis
2016,GA,Georgia,Savannah,City,BRFSS,Unhealthy Behaviors,1369000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.9,13.8,14.0,,,136286,"(32.0283615157, -81.1783435493)",UNHBEH,BINGE,1369000.0,,Binge Drinking
2015,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,41.0,40.8,41.2,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,BPHIGH,1369000.0,,High Blood Pressure
2015,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,65.0,64.8,65.2,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,BPMED,1369000.0,,Taking BP Medication
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.7,5.7,5.8,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,CANCER,1369000.0,,Cancer (except skin)
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.5,6.4,6.6,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,CHD,1369000.0,,Coronary Heart Disease
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,77.7,77.5,77.9,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,CHECKUP,1369000.0,,Annual Checkup
2015,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.9,75.6,76.2,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,CHOLSCREEN,1369000.0,,Cholesterol Screening
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,63.2,62.6,63.8,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,COLON_SCREEN,1369000.0,,Colorectal Cancer Screening
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.0,7.9,8.2,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,COPD,1369000.0,,COPD
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,29.9,28.8,31.0,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,COREM,1369000.0,,Core preventive services for older men
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,30.8,30.0,31.7,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,COREW,1369000.0,,Core preventive services for older women
2016,GA,Georgia,Savannah,City,BRFSS,Unhealthy Behaviors,1369000,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.7,21.3,22.1,,,136286,"(32.0283615157, -81.1783435493)",UNHBEH,CSMOKING,1369000.0,,Current Smoking
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,56.3,55.7,57.0,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,DENTAL,1369000.0,,Dental Visit
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.9,13.8,14.1,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,DIABETES,1369000.0,,Diabetes
2015,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,33.1,33.0,33.3,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,HIGHCHOL,1369000.0,,High Cholesterol
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.6,3.5,3.6,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,KIDNEY,1369000.0,,Chronic Kidney Disease
2016,GA,Georgia,Savannah,City,BRFSS,Unhealthy Behaviors,1369000,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.6,32.1,33.1,,,136286,"(32.0283615157, -81.1783435493)",UNHBEH,LPA,1369000.0,,Physical Inactivity
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.4,77.8,78.9,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,MAMMOUSE,1369000.0,,Mammography
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,13.8,14.3,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,MHLTH,1369000.0,,Mental Health
2016,GA,Georgia,Savannah,City,BRFSS,Unhealthy Behaviors,1369000,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,35.5,35.3,35.8,,,136286,"(32.0283615157, -81.1783435493)",UNHBEH,OBESITY,1369000.0,,Obesity
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,77.9,77.5,78.3,,,136286,"(32.0283615157, -81.1783435493)",PREVENT,PAPTEST,1369000.0,,Pap Smear Test
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.3,14.1,14.5,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,PHLTH,1369000.0,,Physical Health
2016,GA,Georgia,Savannah,City,BRFSS,Unhealthy Behaviors,1369000,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,41.9,41.7,42.1,,,136286,"(32.0283615157, -81.1783435493)",UNHBEH,SLEEP,1369000.0,,Sleep <7 hours
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.4,4.4,4.5,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,STROKE,1369000.0,,Stroke
2016,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.8,20.6,23.0,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,TEETHLOST,1369000.0,,Teeth Loss
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.7,19.1,20.5,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,ACCESS2,1380508.0,,Health Insurance
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.6,26.4,27.0,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,ARTHRITIS,1380508.0,,Arthritis
2016,GA,Georgia,Warner Robins,City,BRFSS,Unhealthy Behaviors,1380508,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.9,13.7,14.0,,,66588,"(32.5985113609, -83.6530271267)",UNHBEH,BINGE,1380508.0,,Binge Drinking
2015,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,38.7,38.4,39.1,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,BPHIGH,1380508.0,,High Blood Pressure
2015,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,63.4,63.1,63.7,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,BPMED,1380508.0,,Taking BP Medication
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.0,6.0,6.1,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,CANCER,1380508.0,,Cancer (except skin)
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.4,9.3,9.6,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,CASTHMA,1380508.0,,Current Asthma
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.8,6.6,6.9,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,CHD,1380508.0,,Coronary Heart Disease
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,76.7,76.5,77.0,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,CHECKUP,1380508.0,,Annual Checkup
2015,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,76.6,76.2,77.1,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,CHOLSCREEN,1380508.0,,Cholesterol Screening
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,60.1,59.3,61.0,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,COLON_SCREEN,1380508.0,,Colorectal Cancer Screening
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.1,7.8,8.3,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,COPD,1380508.0,,COPD
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,32.7,31.0,34.5,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,COREM,1380508.0,,Core preventive services for older men
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,31.0,29.6,32.5,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,COREW,1380508.0,,Core preventive services for older women
2016,GA,Georgia,Warner Robins,City,BRFSS,Unhealthy Behaviors,1380508,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.9,21.3,22.7,,,66588,"(32.5985113609, -83.6530271267)",UNHBEH,CSMOKING,1380508.0,,Current Smoking
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,59.0,58.0,59.9,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,DENTAL,1380508.0,,Dental Visit
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.7,12.5,12.9,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,DIABETES,1380508.0,,Diabetes
2015,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.8,32.5,33.0,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,HIGHCHOL,1380508.0,,High Cholesterol
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.3,3.3,3.4,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,KIDNEY,1380508.0,,Chronic Kidney Disease
2016,GA,Georgia,Warner Robins,City,BRFSS,Unhealthy Behaviors,1380508,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,31.9,31.2,32.6,,,66588,"(32.5985113609, -83.6530271267)",UNHBEH,LPA,1380508.0,,Physical Inactivity
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.6,74.7,76.5,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,MAMMOUSE,1380508.0,,Mammography
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,13.7,14.4,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,MHLTH,1380508.0,,Mental Health
2016,GA,Georgia,Warner Robins,City,BRFSS,Unhealthy Behaviors,1380508,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,33.9,33.5,34.3,,,66588,"(32.5985113609, -83.6530271267)",UNHBEH,OBESITY,1380508.0,,Obesity
2016,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,77.1,76.4,77.8,,,66588,"(32.5985113609, -83.6530271267)",PREVENT,PAPTEST,1380508.0,,Pap Smear Test
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.2,13.9,14.6,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,PHLTH,1380508.0,,Physical Health
2016,GA,Georgia,Warner Robins,City,BRFSS,Unhealthy Behaviors,1380508,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,38.7,38.3,39.1,,,66588,"(32.5985113609, -83.6530271267)",UNHBEH,SLEEP,1380508.0,,Sleep <7 hours
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.9,3.8,4.0,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,STROKE,1380508.0,,Stroke
2016,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.0,19.2,22.8,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,TEETHLOST,1380508.0,,Teeth Loss
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.3,10.2,10.4,,,953207,"(21.4588039305, -157.973296737)",PREVENT,ACCESS2,15003.0,,Health Insurance
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.9,18.8,18.9,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,ARTHRITIS,15003.0,,Arthritis
2016,HI,Hawaii,Honolulu,City,BRFSS,Unhealthy Behaviors,15003,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.3,18.2,18.3,,,953207,"(21.4588039305, -157.973296737)",UNHBEH,BINGE,15003.0,,Binge Drinking
2015,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,30.0,30.0,30.1,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,BPHIGH,15003.0,,High Blood Pressure
2015,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,57.6,57.6,57.7,,,953207,"(21.4588039305, -157.973296737)",PREVENT,BPMED,15003.0,,Taking BP Medication
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.1,5.1,5.1,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,CANCER,15003.0,,Cancer (except skin)
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.6,9.6,9.6,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,CASTHMA,15003.0,,Current Asthma
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.6,4.6,4.6,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,CHD,15003.0,,Coronary Heart Disease
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,70.9,70.9,71.0,,,953207,"(21.4588039305, -157.973296737)",PREVENT,CHECKUP,15003.0,,Annual Checkup
2015,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,70.7,70.6,70.9,,,953207,"(21.4588039305, -157.973296737)",PREVENT,CHOLSCREEN,15003.0,,Cholesterol Screening
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,67.2,67.0,67.4,,,953207,"(21.4588039305, -157.973296737)",PREVENT,COLON_SCREEN,15003.0,,Colorectal Cancer Screening
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.9,3.9,3.9,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,COPD,15003.0,,COPD
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,31.3,31.0,31.7,,,953207,"(21.4588039305, -157.973296737)",PREVENT,COREM,15003.0,,Core preventive services for older men
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,31.3,31.0,31.6,,,953207,"(21.4588039305, -157.973296737)",PREVENT,COREW,15003.0,,Core preventive services for older women
2016,HI,Hawaii,Honolulu,City,BRFSS,Unhealthy Behaviors,15003,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.1,14.0,14.2,,,953207,"(21.4588039305, -157.973296737)",UNHBEH,CSMOKING,15003.0,,Current Smoking
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,72.1,72.0,72.3,,,953207,"(21.4588039305, -157.973296737)",PREVENT,DENTAL,15003.0,,Dental Visit
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.7,9.7,9.7,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,DIABETES,15003.0,,Diabetes
2015,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,30.5,30.5,30.6,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,HIGHCHOL,15003.0,,High Cholesterol
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.8,2.8,2.8,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,KIDNEY,15003.0,,Chronic Kidney Disease
2016,HI,Hawaii,Honolulu,City,BRFSS,Unhealthy Behaviors,15003,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.2,21.0,21.3,,,953207,"(21.4588039305, -157.973296737)",UNHBEH,LPA,15003.0,,Physical Inactivity
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,77.8,77.6,78.0,,,953207,"(21.4588039305, -157.973296737)",PREVENT,MAMMOUSE,15003.0,,Mammography
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.8,9.7,9.8,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,MHLTH,15003.0,,Mental Health
2016,HI,Hawaii,Honolulu,City,BRFSS,Unhealthy Behaviors,15003,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.2,23.1,23.2,,,953207,"(21.4588039305, -157.973296737)",UNHBEH,OBESITY,15003.0,,Obesity
2016,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,79.2,79.0,79.3,,,953207,"(21.4588039305, -157.973296737)",PREVENT,PAPTEST,15003.0,,Pap Smear Test
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.2,9.2,9.3,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,PHLTH,15003.0,,Physical Health
2016,HI,Hawaii,Honolulu,City,BRFSS,Unhealthy Behaviors,15003,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,47.4,47.3,47.5,,,953207,"(21.4588039305, -157.973296737)",UNHBEH,SLEEP,15003.0,,Sleep <7 hours
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.4,2.4,2.4,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,STROKE,15003.0,,Stroke
2016,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.8,6.6,6.9,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,TEETHLOST,15003.0,,Teeth Loss
2016,ID,Idaho,Boise City,City,BRFSS,Prevention,1608830,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.6,14.1,15.1,,,205671,"(43.5984343897, -116.230885189)",PREVENT,ACCESS2,1608830.0,,Health Insurance
